check_number,session_start
9517,14:00:00.000
2966,15:00:00.000
8390,15:30:00.000
189,22:15:00.000
5026,21:00:00.000
9611,06:15:00.000
4007,08:42:00.000
2200,21:00:00.000
3303,15:30:00.000
8306,15:00:00.000
5687,15:00:00.000
3034,21:00:00.000
8806,23:42:00.000
2093,22:15:00.000
3610,15:34:00.000
5798,21:00:00.000
2166,06:15:00.000
2348,14:00:00.000
1676,07:00:00.000
1150,15:00:00.000
9642,14:00:00.000
478,22:15:00.000
8069,15:34:00.000
563,22:15:00.000
8588,08:42:00.000
548,08:42:00.000
3325,07:30:00.000
1558,22:15:00.000
5893,08:42:00.000
7997,06:00:00.000
3668,06:15:00.000
3471,06:15:00.000
2703,21:00:00.000
6754,07:30:00.000
7520,06:00:00.000
1923,14:15:00.000
6788,22:30:00.000
756,15:34:00.000
7845,15:00:00.000
20,15:34:00.000
4760,15:34:00.000
6547,22:15:00.000
7046,15:00:00.000
6948,06:00:00.000
9873,15:30:00.000
1333,14:15:00.000
3842,14:00:00.000
9889,06:00:00.000
1334,15:00:00.000
2257,15:34:00.000
9681,23:42:00.000
4530,08:42:00.000
4652,07:30:00.000
969,15:30:00.000
4356,06:15:00.000
2043,21:00:00.000
71,22:30:00.000
3438,22:15:00.000
9623,21:00:00.000
8322,07:30:00.000
6208,08:42:00.000
1365,15:34:00.000
3654,21:00:00.000
1130,07:00:00.000
8862,21:00:00.000
525,06:00:00.000
7779,14:15:00.000
7119,22:15:00.000
486,14:00:00.000
411,21:00:00.000
7356,08:42:00.000
4966,07:30:00.000
5152,22:30:00.000
1949,08:42:00.000
294,14:15:00.000
755,21:00:00.000
169,23:42:00.000
6095,15:30:00.000
1434,21:00:00.000
371,15:34:00.000
8343,21:00:00.000
5267,08:42:00.000
9942,22:30:00.000
6150,22:15:00.000
5330,23:42:00.000
1481,22:30:00.000
6315,15:30:00.000
7786,22:15:00.000
1131,15:30:00.000
7668,07:30:00.000
3346,21:00:00.000
7019,15:00:00.000
6740,06:00:00.000
8392,23:42:00.000
1225,22:15:00.000
3932,22:30:00.000
4949,07:30:00.000
6711,22:15:00.000
8161,14:00:00.000
3129,14:15:00.000
1328,22:15:00.000
2427,07:00:00.000
6191,15:30:00.000
6113,07:00:00.000
7611,07:00:00.000
4315,22:30:00.000
4432,22:30:00.000
7171,14:15:00.000
4494,21:00:00.000
4980,22:30:00.000
3561,14:00:00.000
4195,06:15:00.000
5154,14:00:00.000
1311,14:00:00.000
6834,21:00:00.000
368,22:15:00.000
7338,07:00:00.000
3702,06:00:00.000
777,08:42:00.000
4710,15:34:00.000
6625,07:30:00.000
5964,08:42:00.000
8026,14:15:00.000
804,14:00:00.000
9256,22:30:00.000
1220,06:00:00.000
959,22:15:00.000
2148,06:15:00.000
41,23:42:00.000
9567,22:15:00.000
7011,08:42:00.000
3208,21:00:00.000
6044,22:15:00.000
1189,15:34:00.000
192,21:00:00.000
3851,22:30:00.000
1175,06:15:00.000
7990,15:30:00.000
5690,07:30:00.000
9051,14:00:00.000
5341,14:15:00.000
6254,14:15:00.000
5556,22:30:00.000
3009,15:00:00.000
9254,22:30:00.000
8734,22:30:00.000
2597,07:30:00.000
9726,08:42:00.000
3124,14:00:00.000
51,15:34:00.000
6883,15:34:00.000
2547,21:00:00.000
7988,15:00:00.000
9509,15:34:00.000
462,15:30:00.000
2376,07:00:00.000
8131,15:30:00.000
1937,23:42:00.000
3996,15:34:00.000
5155,06:00:00.000
7237,14:00:00.000
5054,15:34:00.000
1900,06:15:00.000
2181,22:30:00.000
6440,06:00:00.000
9575,14:00:00.000
6716,22:30:00.000
5364,15:34:00.000
5331,15:34:00.000
4905,08:42:00.000
3218,07:00:00.000
6056,07:30:00.000
5468,06:00:00.000
4839,22:30:00.000
4449,15:34:00.000
2751,22:15:00.000
6594,22:15:00.000
1693,21:00:00.000
8156,06:00:00.000
6052,07:00:00.000
2487,06:15:00.000
9931,07:00:00.000
6936,07:30:00.000
9950,06:15:00.000
2263,06:15:00.000
4629,15:00:00.000
498,15:30:00.000
485,15:30:00.000
7056,23:42:00.000
5199,15:00:00.000
7350,06:00:00.000
6894,07:30:00.000
9541,14:00:00.000
8245,07:30:00.000
5819,14:15:00.000
7775,15:00:00.000
179,15:30:00.000
6003,15:34:00.000
5512,14:00:00.000
6852,22:15:00.000
2973,06:00:00.000
9735,07:30:00.000
6399,21:00:00.000
3528,14:00:00.000
9398,22:30:00.000
6502,15:30:00.000
2296,22:15:00.000
7240,06:15:00.000
2520,21:00:00.000
6798,22:15:00.000
1488,15:34:00.000
402,23:42:00.000
7590,23:42:00.000
5183,14:00:00.000
5072,15:30:00.000
4453,23:42:00.000
3949,15:34:00.000
9067,14:00:00.000
9683,21:00:00.000
242,22:30:00.000
7294,22:30:00.000
2959,21:00:00.000
7448,14:15:00.000
8466,22:30:00.000
817,06:00:00.000
177,06:00:00.000
509,15:30:00.000
4679,15:34:00.000
9463,14:00:00.000
8448,06:00:00.000
588,07:00:00.000
9497,06:00:00.000
9692,15:00:00.000
3867,14:15:00.000
7447,14:00:00.000
1602,23:42:00.000
586,06:15:00.000
9152,06:15:00.000
1369,08:42:00.000
9230,21:00:00.000
9697,15:30:00.000
8605,21:00:00.000
903,15:30:00.000
6875,21:00:00.000
482,15:00:00.000
517,15:00:00.000
7013,23:42:00.000
549,14:00:00.000
7479,14:00:00.000
8192,06:15:00.000
7894,21:00:00.000
4747,06:15:00.000
6235,08:42:00.000
8941,21:00:00.000
2403,14:00:00.000
4455,21:00:00.000
2659,07:30:00.000
7036,06:15:00.000
2456,07:00:00.000
3656,23:42:00.000
662,21:00:00.000
8798,23:42:00.000
4498,23:42:00.000
9721,22:30:00.000
7327,23:42:00.000
5417,22:15:00.000
4219,14:15:00.000
2863,14:00:00.000
1571,14:15:00.000
8512,14:00:00.000
1201,22:30:00.000
4608,21:00:00.000
1469,14:15:00.000
1157,07:00:00.000
4708,21:00:00.000
7575,23:42:00.000
8729,21:00:00.000
4389,15:34:00.000
6420,14:00:00.000
8031,15:00:00.000
3843,08:42:00.000
7123,07:00:00.000
4964,14:15:00.000
9969,06:15:00.000
5707,14:15:00.000
6836,15:00:00.000
7744,14:00:00.000
2251,21:00:00.000
1061,15:34:00.000
3350,23:42:00.000
8775,06:00:00.000
7009,22:30:00.000
4633,15:00:00.000
6154,14:15:00.000
820,22:30:00.000
5190,22:30:00.000
2848,07:00:00.000
5549,07:00:00.000
6924,06:00:00.000
1072,22:30:00.000
1213,08:42:00.000
4408,15:00:00.000
683,06:00:00.000
4587,14:00:00.000
8238,15:00:00.000
4225,07:30:00.000
6949,15:34:00.000
4490,08:42:00.000
1917,15:30:00.000
3312,14:00:00.000
5385,15:30:00.000
6672,07:00:00.000
5472,14:15:00.000
4293,07:30:00.000
4521,14:00:00.000
5077,06:15:00.000
742,15:34:00.000
3731,15:34:00.000
3820,15:30:00.000
9890,06:15:00.000
8738,06:15:00.000
8864,06:15:00.000
8,22:30:00.000
3927,22:15:00.000
3603,15:34:00.000
9486,06:15:00.000
215,06:15:00.000
8796,15:30:00.000
5738,21:00:00.000
1160,07:00:00.000
6698,06:15:00.000
137,21:00:00.000
6921,21:00:00.000
7809,15:30:00.000
74,15:30:00.000
6662,22:30:00.000
7465,23:42:00.000
8062,22:30:00.000
5925,22:15:00.000
3761,22:15:00.000
8092,06:15:00.000
9621,06:00:00.000
2923,15:00:00.000
8568,14:00:00.000
2446,21:00:00.000
3586,21:00:00.000
8770,15:34:00.000
4658,22:30:00.000
2816,22:30:00.000
1162,15:34:00.000
7292,22:15:00.000
1568,08:42:00.000
2454,15:34:00.000
7313,07:30:00.000
8680,23:42:00.000
1560,07:30:00.000
9055,22:30:00.000
3559,21:00:00.000
4207,15:30:00.000
9883,07:30:00.000
1413,15:00:00.000
3571,06:15:00.000
5808,22:15:00.000
5439,15:34:00.000
6968,22:15:00.000
3309,22:30:00.000
5612,15:34:00.000
288,15:30:00.000
490,08:42:00.000
7978,22:15:00.000
2216,06:00:00.000
2448,08:42:00.000
5353,07:30:00.000
8602,06:15:00.000
1410,22:15:00.000
3888,07:00:00.000
9556,21:00:00.000
2484,21:00:00.000
7582,15:30:00.000
5485,07:30:00.000
7037,07:00:00.000
5740,22:15:00.000
5027,22:30:00.000
2136,06:00:00.000
1417,15:00:00.000
5461,22:15:00.000
3743,22:30:00.000
2858,22:30:00.000
8800,14:15:00.000
2301,15:30:00.000
9704,14:15:00.000
962,23:42:00.000
1504,21:00:00.000
5757,06:00:00.000
4516,14:00:00.000
1681,15:00:00.000
5900,15:34:00.000
4927,06:15:00.000
3409,14:00:00.000
6443,21:00:00.000
946,22:15:00.000
9982,06:15:00.000
6299,23:42:00.000
9754,14:15:00.000
2255,08:42:00.000
31,14:15:00.000
8126,07:30:00.000
9923,14:15:00.000
1332,15:34:00.000
5103,07:00:00.000
4149,07:00:00.000
6535,14:15:00.000
9596,15:00:00.000
9381,21:00:00.000
4734,06:00:00.000
6498,23:42:00.000
218,07:30:00.000
2937,14:00:00.000
688,14:15:00.000
2575,14:15:00.000
2539,07:00:00.000
7702,22:15:00.000
7267,14:00:00.000
3534,06:15:00.000
9481,22:30:00.000
5891,06:00:00.000
7966,15:30:00.000
6995,15:30:00.000
4613,14:15:00.000
1391,22:30:00.000
5387,08:42:00.000
2047,15:00:00.000
1911,21:00:00.000
1734,07:00:00.000
2982,15:00:00.000
28,07:30:00.000
3080,14:15:00.000
4534,15:30:00.000
5441,14:00:00.000
5688,15:00:00.000
4814,15:30:00.000
8819,07:00:00.000
7521,15:34:00.000
364,15:30:00.000
6074,15:00:00.000
391,14:15:00.000
9770,22:15:00.000
3779,21:00:00.000
7832,21:00:00.000
8201,06:15:00.000
3589,15:00:00.000
7724,07:00:00.000
8793,07:00:00.000
7426,21:00:00.000
4510,15:30:00.000
8190,15:30:00.000
2984,21:00:00.000
7329,21:00:00.000
4944,21:00:00.000
6489,07:30:00.000
7606,14:15:00.000
7561,23:42:00.000
181,08:42:00.000
9951,15:00:00.000
8072,15:30:00.000
2720,15:00:00.000
5146,22:15:00.000
3374,15:34:00.000
9698,22:30:00.000
4709,23:42:00.000
3730,06:15:00.000
2175,06:00:00.000
911,08:42:00.000
4423,15:34:00.000
9341,23:42:00.000
3061,07:00:00.000
7576,22:15:00.000
8214,07:00:00.000
1617,14:15:00.000
4407,08:42:00.000
5568,06:00:00.000
144,07:30:00.000
3937,22:30:00.000
7711,07:00:00.000
1535,21:00:00.000
5580,22:30:00.000
2236,08:42:00.000
8616,06:00:00.000
8570,22:30:00.000
722,22:15:00.000
1236,21:00:00.000
8152,23:42:00.000
5592,08:42:00.000
4681,23:42:00.000
9665,07:30:00.000
2569,14:15:00.000
4965,06:15:00.000
6326,23:42:00.000
7058,21:00:00.000
447,21:00:00.000
3048,21:00:00.000
856,08:42:00.000
6267,15:00:00.000
4527,08:42:00.000
6286,14:00:00.000
5593,22:15:00.000
6999,21:00:00.000
3855,14:00:00.000
1053,22:15:00.000
9149,22:30:00.000
1770,21:00:00.000
5545,14:15:00.000
4945,06:00:00.000
2434,15:00:00.000
8795,07:30:00.000
6307,06:00:00.000
9864,15:34:00.000
2795,15:30:00.000
6092,22:15:00.000
1727,07:00:00.000
3033,06:00:00.000
8380,21:00:00.000
6313,15:00:00.000
7222,06:00:00.000
9324,14:15:00.000
5725,23:42:00.000
6217,15:30:00.000
855,14:15:00.000
2267,07:30:00.000
984,15:34:00.000
6832,21:00:00.000
2626,06:15:00.000
8000,21:00:00.000
1106,15:00:00.000
7719,15:00:00.000
1530,15:34:00.000
6727,22:15:00.000
3093,15:00:00.000
8898,15:34:00.000
1620,22:15:00.000
635,08:42:00.000
2804,15:34:00.000
7767,21:00:00.000
4437,22:30:00.000
4009,06:15:00.000
5484,07:30:00.000
4920,22:15:00.000
8797,07:30:00.000
3041,07:00:00.000
7555,22:30:00.000
1755,07:30:00.000
3998,23:42:00.000
2785,15:30:00.000
3675,06:00:00.000
5503,14:00:00.000
3744,22:15:00.000
4473,08:42:00.000
9068,07:30:00.000
5451,15:30:00.000
2708,15:30:00.000
7517,14:15:00.000
5813,22:30:00.000
8743,22:30:00.000
9367,06:00:00.000
8280,22:15:00.000
3192,15:30:00.000
2360,08:42:00.000
2794,21:00:00.000
2528,21:00:00.000
5037,23:42:00.000
270,15:34:00.000
5487,21:00:00.000
9974,15:00:00.000
6224,23:42:00.000
7287,22:30:00.000
8255,21:00:00.000
3106,15:30:00.000
4785,06:15:00.000
2967,06:00:00.000
9491,21:00:00.000
8437,15:30:00.000
9569,06:00:00.000
6114,22:30:00.000
7349,06:00:00.000
2407,15:34:00.000
9699,06:00:00.000
843,22:15:00.000
1825,14:00:00.000
6534,21:00:00.000
4913,21:00:00.000
2127,21:00:00.000
3216,21:00:00.000
2266,14:00:00.000
1630,06:15:00.000
9733,21:00:00.000
1682,22:30:00.000
7040,08:42:00.000
1584,15:00:00.000
1094,15:30:00.000
3662,15:34:00.000
6356,15:30:00.000
4131,14:00:00.000
9213,22:15:00.000
6360,22:30:00.000
5587,15:00:00.000
2212,14:15:00.000
8589,14:15:00.000
3938,14:15:00.000
6972,15:00:00.000
9424,22:30:00.000
417,07:00:00.000
5631,21:00:00.000
6569,22:15:00.000
1572,06:15:00.000
5887,23:42:00.000
4108,22:30:00.000
6523,07:00:00.000
1543,21:00:00.000
6141,08:42:00.000
5657,22:15:00.000
8932,07:30:00.000
8337,14:15:00.000
6201,21:00:00.000
2504,06:00:00.000
2680,23:42:00.000
8652,14:00:00.000
9662,21:00:00.000
4769,06:00:00.000
6998,14:00:00.000
1814,06:00:00.000
157,22:30:00.000
7752,07:30:00.000
8433,07:00:00.000
3157,21:00:00.000
3175,23:42:00.000
4046,22:15:00.000
9957,14:15:00.000
207,21:00:00.000
8273,21:00:00.000
9327,15:00:00.000
2038,22:30:00.000
4322,06:00:00.000
5845,07:00:00.000
1981,07:00:00.000
3957,23:42:00.000
2831,06:00:00.000
559,06:00:00.000
4511,14:00:00.000
7229,07:30:00.000
9048,08:42:00.000
6166,23:42:00.000
3647,21:00:00.000
7874,14:15:00.000
5705,22:15:00.000
7140,06:00:00.000
2551,15:30:00.000
8854,21:00:00.000
2361,23:42:00.000
3176,06:15:00.000
2479,21:00:00.000
7310,07:00:00.000
8870,15:00:00.000
5736,15:34:00.000
1736,06:15:00.000
6839,15:00:00.000
570,15:34:00.000
333,14:00:00.000
8154,15:30:00.000
9371,21:00:00.000
117,23:42:00.000
8688,15:34:00.000
6623,07:00:00.000
1739,15:00:00.000
7640,23:42:00.000
3387,14:15:00.000
6728,15:30:00.000
6202,22:15:00.000
80,22:15:00.000
646,06:00:00.000
3018,22:30:00.000
748,07:00:00.000
680,15:34:00.000
372,06:00:00.000
7207,22:30:00.000
143,21:00:00.000
899,22:15:00.000
4651,15:00:00.000
7579,06:15:00.000
4299,07:00:00.000
4971,22:30:00.000
7483,22:30:00.000
4585,15:34:00.000
61,21:00:00.000
8419,07:00:00.000
4514,14:15:00.000
2579,22:15:00.000
254,08:42:00.000
678,06:00:00.000
9231,06:00:00.000
8317,23:42:00.000
7956,06:15:00.000
7781,21:00:00.000
8822,07:30:00.000
8711,07:00:00.000
353,14:00:00.000
3653,07:00:00.000
7236,06:15:00.000
3596,23:42:00.000
7610,06:15:00.000
3993,07:00:00.000
9739,23:42:00.000
9276,23:42:00.000
8043,06:15:00.000
4057,22:30:00.000
5180,23:42:00.000
7337,06:15:00.000
8096,15:30:00.000
7748,21:00:00.000
1166,21:00:00.000
4549,21:00:00.000
5200,07:30:00.000
5224,22:15:00.000
203,23:42:00.000
3845,06:15:00.000
8363,15:30:00.000
1087,14:15:00.000
7813,06:15:00.000
1565,07:00:00.000
9705,15:00:00.000
6971,15:34:00.000
808,22:15:00.000
8099,07:00:00.000
6933,21:00:00.000
1149,14:00:00.000
3137,15:34:00.000
1715,21:00:00.000
9758,06:00:00.000
9568,14:15:00.000
1125,15:30:00.000
6143,22:15:00.000
1870,21:00:00.000
4649,06:00:00.000
1234,08:42:00.000
6563,14:00:00.000
2915,15:00:00.000
5609,07:00:00.000
3332,14:15:00.000
3314,22:30:00.000
696,23:42:00.000
4582,07:00:00.000
6753,06:00:00.000
3583,14:00:00.000
5031,07:00:00.000
9927,21:00:00.000
4799,06:15:00.000
5872,21:00:00.000
7836,06:15:00.000
9192,06:15:00.000
8801,22:30:00.000
59,06:15:00.000
5810,07:30:00.000
5466,22:15:00.000
8075,15:34:00.000
7129,15:30:00.000
5338,22:30:00.000
6688,07:30:00.000
2303,07:30:00.000
3869,06:15:00.000
3154,14:15:00.000
4401,08:42:00.000
5516,21:00:00.000
6661,06:00:00.000
1078,15:30:00.000
6061,08:42:00.000
9963,23:42:00.000
8963,08:42:00.000
214,15:34:00.000
1056,22:15:00.000
4074,15:34:00.000
6758,22:15:00.000
8323,21:00:00.000
8935,15:00:00.000
3609,07:30:00.000
9897,06:15:00.000
3066,14:15:00.000
7855,21:00:00.000
5309,14:00:00.000
3289,21:00:00.000
4459,22:30:00.000
4134,14:15:00.000
596,07:00:00.000
1165,23:42:00.000
6177,22:15:00.000
3188,21:00:00.000
7742,07:00:00.000
4935,06:15:00.000
4880,06:00:00.000
8095,14:00:00.000
1742,15:00:00.000
8497,23:42:00.000
6859,15:00:00.000
3383,21:00:00.000
5514,08:42:00.000
935,21:00:00.000
4032,15:30:00.000
8853,15:00:00.000
7605,07:30:00.000
8360,21:00:00.000
9602,21:00:00.000
6872,14:15:00.000
8222,15:30:00.000
1967,14:00:00.000
2709,06:00:00.000
1751,22:30:00.000
6895,21:00:00.000
3002,21:00:00.000
6987,07:00:00.000
9349,06:15:00.000
2249,06:15:00.000
7103,07:30:00.000
4822,07:30:00.000
3492,08:42:00.000
1582,08:42:00.000
351,23:42:00.000
5340,08:42:00.000
2524,21:00:00.000
7031,14:15:00.000
6703,15:00:00.000
8388,21:00:00.000
2499,15:34:00.000
7788,23:42:00.000
6434,15:30:00.000
1102,15:00:00.000
7955,15:00:00.000
5257,06:00:00.000
7430,22:15:00.000
5298,06:00:00.000
2088,06:15:00.000
7425,14:00:00.000
8158,06:15:00.000
9562,21:00:00.000
8878,06:00:00.000
4388,14:15:00.000
9787,14:00:00.000
3038,07:30:00.000
3328,06:00:00.000
4020,07:30:00.000
7760,14:15:00.000
796,15:00:00.000
8159,21:00:00.000
5520,21:00:00.000
8938,15:30:00.000
7597,15:00:00.000
1427,22:15:00.000
2028,21:00:00.000
7791,15:34:00.000
2442,07:30:00.000
8115,22:30:00.000
6991,23:42:00.000
5504,15:34:00.000
8779,07:30:00.000
9156,22:15:00.000
1562,06:00:00.000
1143,22:30:00.000
3602,14:15:00.000
665,07:00:00.000
8342,22:30:00.000
3336,21:00:00.000
2405,21:00:00.000
3263,08:42:00.000
2920,22:30:00.000
9767,23:42:00.000
2327,06:15:00.000
4777,14:00:00.000
5579,07:00:00.000
531,23:42:00.000
8339,07:30:00.000
7344,15:00:00.000
550,07:00:00.000
5927,06:15:00.000
1547,22:30:00.000
4019,23:42:00.000
6294,07:00:00.000
4800,14:15:00.000
8462,15:00:00.000
3883,23:42:00.000
3507,14:15:00.000
7264,15:30:00.000
9867,22:30:00.000
3545,06:15:00.000
4042,22:30:00.000
2581,15:00:00.000
5268,15:30:00.000
7354,08:42:00.000
6541,15:30:00.000
2640,21:00:00.000
4655,14:15:00.000
2900,07:30:00.000
9432,14:00:00.000
5063,07:00:00.000
1460,22:15:00.000
1262,15:00:00.000
9395,06:00:00.000
6137,22:15:00.000
8692,15:34:00.000
9279,21:00:00.000
6823,07:30:00.000
9751,15:30:00.000
6153,23:42:00.000
6026,15:30:00.000
5144,23:42:00.000
3725,21:00:00.000
2928,06:00:00.000
9789,23:42:00.000
9455,22:30:00.000
1388,22:30:00.000
8733,07:30:00.000
7730,06:00:00.000
9330,15:00:00.000
1991,06:15:00.000
9083,06:15:00.000
69,07:30:00.000
3220,23:42:00.000
3748,22:30:00.000
9116,14:15:00.000
1905,15:34:00.000
2048,14:00:00.000
7118,22:30:00.000
124,15:30:00.000
8645,23:42:00.000
7657,21:00:00.000
7219,07:00:00.000
5391,07:00:00.000
8587,21:00:00.000
3997,06:15:00.000
6444,22:30:00.000
5647,21:00:00.000
1908,08:42:00.000
8846,15:00:00.000
3543,22:15:00.000
4695,06:15:00.000
553,07:00:00.000
3294,15:30:00.000
8855,07:00:00.000
2385,15:00:00.000
3569,14:15:00.000
9938,15:30:00.000
7998,14:15:00.000
7029,21:00:00.000
9768,06:00:00.000
6751,15:00:00.000
2447,14:00:00.000
2981,15:34:00.000
5198,08:42:00.000
4094,07:00:00.000
4978,06:15:00.000
4745,23:42:00.000
8429,21:00:00.000
6677,15:00:00.000
7082,06:15:00.000
1807,22:30:00.000
2470,06:00:00.000
7288,15:30:00.000
5507,22:15:00.000
9108,22:30:00.000
2220,08:42:00.000
3140,07:30:00.000
8695,07:00:00.000
7161,07:00:00.000
6260,23:42:00.000
7309,06:00:00.000
3264,07:30:00.000
9840,22:15:00.000
5510,15:34:00.000
7876,15:00:00.000
2620,23:42:00.000
5941,15:34:00.000
8531,22:15:00.000
1252,14:00:00.000
6863,22:30:00.000
708,22:15:00.000
8825,14:15:00.000
1339,06:00:00.000
5635,23:42:00.000
4648,21:00:00.000
7213,06:15:00.000
3271,21:00:00.000
9926,06:00:00.000
5126,06:00:00.000
2111,14:00:00.000
9791,14:15:00.000
741,22:30:00.000
8960,22:15:00.000
4512,14:15:00.000
963,07:00:00.000
8575,07:30:00.000
7004,22:15:00.000
9930,21:00:00.000
2425,22:30:00.000
1668,15:34:00.000
5153,21:00:00.000
1426,14:00:00.000
3875,21:00:00.000
2014,14:15:00.000
6584,07:30:00.000
6343,07:30:00.000
3074,15:34:00.000
1431,06:00:00.000
5611,23:42:00.000
8383,07:00:00.000
7888,15:30:00.000
8845,15:34:00.000
6009,07:00:00.000
7542,14:00:00.000
1912,23:42:00.000
6298,07:00:00.000
2615,06:15:00.000
4211,21:00:00.000
992,14:00:00.000
8976,14:15:00.000
2634,08:42:00.000
7529,06:00:00.000
3239,15:34:00.000
9391,15:00:00.000
5567,08:42:00.000
8762,22:30:00.000
5454,07:30:00.000
3051,21:00:00.000
5506,06:00:00.000
9610,14:15:00.000
973,06:00:00.000
8670,21:00:00.000
516,06:15:00.000
8200,21:00:00.000
8890,06:15:00.000
1513,15:34:00.000
6180,07:00:00.000
8944,22:15:00.000
7808,06:15:00.000
3164,14:00:00.000
6935,07:30:00.000
2228,08:42:00.000
9649,21:00:00.000
4456,23:42:00.000
5621,06:15:00.000
526,08:42:00.000
3110,21:00:00.000
3915,08:42:00.000
5386,08:42:00.000
9634,06:00:00.000
8658,14:00:00.000
6900,21:00:00.000
3071,14:15:00.000
2268,22:15:00.000
3050,07:30:00.000
9676,08:42:00.000
6085,14:15:00.000
1003,22:15:00.000
4004,21:00:00.000
8594,14:00:00.000
6210,21:00:00.000
8108,06:00:00.000
343,22:15:00.000
1136,21:00:00.000
8526,08:42:00.000
7899,15:34:00.000
9052,22:15:00.000
1187,23:42:00.000
5994,15:30:00.000
3890,15:00:00.000
4202,21:00:00.000
3616,21:00:00.000
3633,22:15:00.000
7926,15:00:00.000
8517,15:00:00.000
9001,07:00:00.000
9155,14:00:00.000
5142,07:30:00.000
4976,21:00:00.000
8617,21:00:00.000
2546,22:30:00.000
111,15:00:00.000
6145,07:00:00.000
8929,07:00:00.000
9639,15:34:00.000
4298,14:00:00.000
2250,15:00:00.000
3031,14:15:00.000
5515,14:15:00.000
5017,21:00:00.000
3295,22:15:00.000
5899,22:15:00.000
4002,14:00:00.000
6197,21:00:00.000
1439,21:00:00.000
5008,15:00:00.000
5607,21:00:00.000
2919,14:00:00.000
424,15:00:00.000
1758,15:30:00.000
3158,14:00:00.000
2695,23:42:00.000
7273,21:00:00.000
9906,15:30:00.000
7320,23:42:00.000
671,22:15:00.000
7945,06:00:00.000
6592,21:00:00.000
7038,15:00:00.000
4956,15:00:00.000
5360,21:00:00.000
1580,15:00:00.000
3537,14:15:00.000
1576,14:15:00.000
4250,22:15:00.000
1432,06:15:00.000
5904,22:30:00.000
6545,21:00:00.000
5094,06:15:00.000
9377,22:30:00.000
4559,15:34:00.000
1325,06:15:00.000
1769,14:00:00.000
2498,22:15:00.000
5852,21:00:00.000
7982,08:42:00.000
5832,22:30:00.000
4431,15:30:00.000
7706,14:15:00.000
8458,21:00:00.000
947,22:30:00.000
7772,21:00:00.000
1597,07:30:00.000
2873,22:30:00.000
542,07:00:00.000
8548,14:00:00.000
888,22:30:00.000
8180,21:00:00.000
9605,23:42:00.000
8357,22:15:00.000
3848,06:00:00.000
9005,21:00:00.000
9438,21:00:00.000
1399,07:00:00.000
5613,06:00:00.000
2155,07:30:00.000
599,06:00:00.000
968,14:00:00.000
4380,14:00:00.000
508,07:30:00.000
6380,22:15:00.000
6543,06:00:00.000
26,14:00:00.000
9577,14:00:00.000
5003,15:34:00.000
7622,21:00:00.000
892,06:00:00.000
9727,15:00:00.000
1920,07:00:00.000
8409,15:00:00.000
3991,14:00:00.000
502,07:30:00.000
225,07:30:00.000
8387,15:30:00.000
1861,07:00:00.000
4038,07:30:00.000
834,08:42:00.000
8530,14:00:00.000
4864,14:00:00.000
2838,23:42:00.000
7941,22:15:00.000
6479,15:30:00.000
8519,15:00:00.000
1877,06:00:00.000
6845,22:30:00.000
200,23:42:00.000
5332,08:42:00.000
180,06:00:00.000
403,14:15:00.000
2329,21:00:00.000
6893,14:15:00.000
7156,07:00:00.000
1805,22:15:00.000
6705,07:30:00.000
6548,21:00:00.000
7,15:30:00.000
84,06:00:00.000
50,07:30:00.000
7818,15:30:00.000
8564,23:42:00.000
6582,21:00:00.000
2084,21:00:00.000
846,22:15:00.000
2314,07:30:00.000
1850,15:30:00.000
6007,08:42:00.000
1457,14:15:00.000
2582,08:42:00.000
3341,23:42:00.000
428,15:00:00.000
9546,15:30:00.000
3437,22:15:00.000
3365,14:00:00.000
8491,23:42:00.000
460,21:00:00.000
1884,21:00:00.000
8952,21:00:00.000
224,22:30:00.000
8567,14:15:00.000
4936,15:00:00.000
5245,21:00:00.000
979,22:30:00.000
3146,07:00:00.000
7492,15:00:00.000
2225,08:42:00.000
295,15:34:00.000
5663,15:30:00.000
4622,08:42:00.000
1493,22:15:00.000
4818,15:34:00.000
5166,21:00:00.000
2538,06:00:00.000
2557,23:42:00.000
1287,07:00:00.000
1272,07:30:00.000
6200,06:15:00.000
4707,14:15:00.000
1607,08:42:00.000
5202,22:15:00.000
4656,08:42:00.000
6185,06:00:00.000
1359,23:42:00.000
1856,06:00:00.000
5542,21:00:00.000
1874,06:00:00.000
1639,07:00:00.000
3747,15:00:00.000
4897,06:00:00.000
8810,21:00:00.000
9439,21:00:00.000
3445,22:30:00.000
2929,15:00:00.000
9190,22:15:00.000
5302,23:42:00.000
397,22:30:00.000
9493,22:30:00.000
5889,14:15:00.000
3148,07:30:00.000
2464,21:00:00.000
2985,15:30:00.000
6810,15:34:00.000
9534,23:42:00.000
6340,07:00:00.000
8842,06:00:00.000
830,15:30:00.000
2502,06:15:00.000
8893,07:30:00.000
5666,23:42:00.000
9559,23:42:00.000
4110,15:00:00.000
1652,15:30:00.000
116,15:30:00.000
9113,22:30:00.000
7751,15:30:00.000
619,06:15:00.000
9866,06:00:00.000
8940,14:15:00.000
9912,22:15:00.000
1383,15:34:00.000
8024,07:00:00.000
4657,06:00:00.000
7407,22:15:00.000
6603,14:15:00.000
6447,07:00:00.000
6628,07:00:00.000
9453,08:42:00.000
7737,08:42:00.000
3113,07:30:00.000
5797,22:15:00.000
7221,08:42:00.000
6308,15:30:00.000
9799,22:30:00.000
7017,14:00:00.000
4737,06:15:00.000
